tweet,date,tagged,keywords,events,selected
Xu a ensuite rappelé Lin Feng pour lui dire qu'il n'avait rien vu. Il est ensuite allé au dépanneur où Lin Jun travaillait #Magnotta,10/7/2014,Xu_ADJ a_V ensuite_ADV rappelé_VPP Lin_ET Feng_ET pour_P lui_CLO dire_VINF qu'il_PRO n'avait_V rien_PRO vu_VPP Il_CLS est_V ensuite_ADV allé_VPP au_P dépanneur_NC où_PROREL Lin_ET Jun_ET travaillait_V #Magnotta_NPP,Xu rappelé dire n'avait vu est allé dépanneur travaillait,-,
"Xu explique être allé à l'appartement de Lin avec deux amis avant 22h, le 27 mai 2012. Il a demandé la clé au concierge #Magnotta",10/7/2014,Xu_ADJ explique_V être_VINF allé_VPP à_P l'appartement_NC de_P Lin_NPP avec_P deux_DET amis_NC avant_P 22h_NC le_DET 27_ADJ mai_NC 2012_N Il_CLS a_V demandé_VPP la_DET clé_NC au_P concierge_NC #Magnotta_NPP,Xu explique être allé l'appartement Lin amis 22h 27 mai demandé clé concierge,-,
"Xu explique avoir reçu un appel de l'ex-amant de Lin Jun, Lin Feng, le 27 mai. Il était inquiet de ne plus avoir de nouvelles #Magnotta",10/7/2014,Xu_ADJ explique_V avoir_VINF reçu_VPP un_DET appel_NC de_P l'ex-amant_VPR de_P Lin_NPP Jun_NPP Lin_NPP Feng_NPP le_DET 27_ADJ mai_NC Il_CLS était_V inquiet_ADJ de_P ne_ADV plus_ADV avoir_VINF de_DET nouvelles_ADJ #Magnotta_NPP,Xu explique avoir reçu appel Lin Jun Feng 27 mai était inquiet nouvelles,-,
Xu n'était pas au courant que Lin utilisait aussi le nom West. Il ne l'a appris qu'après sa mort #Magnotta,10/7/2014,Xu_ADJ n'était_V pas_ADV au_P courant_NC que_PROREL Lin_NPP utilisait_V aussi_ADV le_DET nom_NC West_NPP Il_CLS ne_ADV l'_CLO a_V appris_VPP qu'après_NPP sa_DET mort_NC #Magnotta_NPP,Xu n'était courant Lin utilisait noWest appris qu'après mort,-,
"Lin Jun utilisait prénom de Justin, ou Patrick Lin, sur Facebook, dit Xu. Lui-même l'appelait Justin. #Magnotta",10/7/2014,Lin_NPP Jun_NPP utilisait_V prénom_NC de_P Justin_NPP ou_CC Patrick_NPP Lin_NPP sur_P Facebook_NPP dit_V Xu_ADJ Lui-même_NPP l'appelait_V Justin_NPP #Magnotta_NPP,Lin Jun utilisait prénoJustin Patrick Facebook dit Xu Lui-même l'appelait,-,
"Lin Jun était un homme timide, que tout le monde aimait, dit Xu. On se fréquentait souvent. Chaque semaine au moins, parfois plus #Magnotta",10/7/2014,Lin_NPP Jun_NPP était_V un_DET homme_NC timide_ADJ que_PROREL tout_PRO le_DET monde_NC aimait_V dit_V Xu_ADJ On_CLS se_CLR fréquentait_V souvent_ADV Chaque_DET semaine_NC au_P moins_ADV parfois_ADV plus_ADV #Magnotta_NPP,Lin Jun était homme timide monde aimait dit Xu fréquentait semaine,-,
"Xu est originaire Chine. Vit à Montréal depuis 3 ans. Lin Jun était un ""ami proche"", rencontré par l'entremise d'un ami commun, dit-il",10/7/2014,Xu_ADJ est_V originaire_ADJ Chine_NPP Vit_V à_P Montréal_NPP depuis_P 3_DET ans_NC Lin_ET Jun_ET était_V un_DET ami_NC proche_ADJ rencontré_VPP par_P l'entremise_NC d'un_ADJ ami_NC commun_ADJ dit-il_NC,Xu est originaire Chine Vit Montréal ans était ami proche rencontré l'entremise d'un commun dit-il,-,
"Sur ce, fin du contre-interrogatoire de l'enquêteuse Hamlin. Couronne appelle à la barre Dong Dong Xu (?), un ami de Lin Jun.",10/7/2014,Sur_P ce_DET fin_NC du_P contre-interrogatoire_NC de_P l'enquêteuse_NC Hamlin_NPP Couronne_NPP appelle_V à_P la_DET barre_NC Dong_ET Dong_ET Xu_ADJ ?_PUNC un_DET ami_NC de_P Lin_NPP Jun_NPP,fin contre-interrogatoire l'enquêteuse Hamlin Couronne appelle barre Xu ami Lin Jun,-,
"Selon courriel présenté en preuve, #Magnotta a réservé chambre au Novotel le 26 mai, vers 23h, via http://t.co/bN5DhM12Rm. Pour une nuit.",10/7/2014,Selon_P courriel_N présenté_VPP en_P preuve_NC #Magnotta_NPP a_V réservé_VPP chambre_N au_P Novotel_N le_DET 26_ADJ mai_NC vers_P 23h_DET via_P Pour_P une_DET nuit_NC,présenté preuve réservé 26 mai nuit,-,
"Reçu du Novotel était au nom de #Magnotta. Il avait aussi voyagé sous son vrai nom, a-t-on appris hier.",10/7/2014,Reçu_NPP du_P Novotel_NPP était_V au_P nom_N de_P #Magnotta_N Il_CLS avait_V aussi_ADV voyagé_VPP sous_P son_DET vrai_ADJ nom_NC a-t-on_N appris_VPP hier_ADV,Reçu Novotel était avait voyagé vrai noappris,-,
"Selon reçu retrouvé par la police française, #Magnotta a quitté l'hôtel Novotel de Paris le 28 mai, au lendemain de son arrivée.",10/7/2014,Selon_P reçu_VPP retrouvé_VPP par_P la_DET police_NC française_ADJ #Magnotta_NPP a_V quitté_VPP l'hôtel_NC Novotel_NPP de_P Paris_NPP le_DET 28_ADJ mai_NC au_P lendemain_NC de_P son_DET arrivée_NC,reçu retrouvé police française quitté l'hôtel Novotel Paris 28 mai lendemain arrivée,-,
Rappelons que Luc Leclair veut que #Magnotta soit déclaré non criminellement responsable de la mort de M. Lin pour cause de troubles mentaux,10/7/2014,Rappelons_NC que_CS Luc_NPP Leclair_NPP veut_V que_CS #Magnotta_NPP soit_VS déclaré_VPP non_ADV criminellement_ADV responsable_ADJ de_P la_DET mort_NC de_P M_N Lin_N pour_P cause_N de_P troubles_NC mentaux_ADJ,Rappelons Luc Leclair veut soit déclaré responsable mort troubles mentaux,-,
L'avocat de #Magnotta demande maintenant chandail jaune que portait Lin Jun avant d'être tué. Le montre aussi au jury.,10/7/2014,L'avocat_NPP de_P #Magnotta_NPP demande_V maintenant_ADV chandail_NC jaune_ADJ que_PROREL portait_V Lin_DET Jun_N avant_P d'être_N tué_V Le_DET montre_N aussi_ADV au_P jury_NC,L'avocat demande chandail jaune portait tué jury,-,
L'avocat de #Magnotta veut maintenant voir chandail Mickey Mouse retrouvé à l'hôtel Soumman de Paris. Il le montre au jury.,10/7/2014,L'avocat_NPP de_P #Magnotta_NPP veut_V maintenant_ADV voir_VINF chandail_NC Mickey_NPP Mouse_NPP retrouvé_VPP à_P l'hôtel_NC Soumman_NPP de_P Paris_NPP Il_CLS le_CLO montre_V au_P jury_NC,L'avocat veut voir chandail Mickey Mouse retrouvé l'hôtel Soumman Paris montre jury,-,
Fin de cette vidéo. L'avocat de #Magnotta dépose maintenant en preuve la valise de son client et d'autres items retrouvés à Paris.,10/7/2014,Fin_NC de_P cette_DET vidéo_NC L'avocat_NPP de_P #Magnotta_NPP dépose_V maintenant_ADV en_P preuve_NC la_DET valise_NC de_P son_DET client_NC et_CC d'autres_NC items_ADJ retrouvés_VPP à_P Paris_NPP,Fin vidéo L'avocat dépose preuve valise client d'autres items retrouvés Paris,-,
"13h41, 4 juin 2012 : Les policiers escortent #Magnotta à l'extérieur du café Internet de Berlin.",10/7/2014,13h41_DET 4_ADJ juin_NC 2012_N :_PUNC Les_DET policiers_NC escortent_V #Magnotta_NPP à_P l'extérieur_NC du_P café_NC Internet_NPP de_P Berlin_NPP,4 juin policiers escortent l'extérieur café Internet Berlin,-,
On ne voit pas l'intervention des policiers auprès de #Magnotta. La vidéo ne montre que la porte d'entrée du café Internet.,10/7/2014,On_CLS ne_ADV voit_V pas_ADV l'intervention_NC des_P policiers_NC auprès_P de_P #Magnotta_NPP La_DET vidéo_NC ne_ADV montre_V que_ADV la_DET porte_V d'entrée_VPP du_P café_NC Internet_NPP,voit l'intervention policiers vidéo montre porte d'entrée café Internet,-,
"Finalement, ce sont sept policiers allemands qui viennent arrêter #Magnotta, dit Hamlin. Il est 13h38.",10/7/2014,Finalement_ADV ce_CLS sont_V sept_ADJ policiers_NC allemands_ADJ qui_PROREL viennent_V arrêter_VINF #Magnotta_NPP dit_V Hamlin_N Il_CLS est_V 13h38_ADJ,sont sept policiers allemands viennent arrêter dit est 13h38,-,
"2e séquence filmée au café Internet, 4 juin 2012. Un individu fait le guet devant la porte. Finalement, des policiers arrivent. #Magnotta",10/7/2014,2e_ADJ séquence_NC filmée_VPP au_P café_NC Internet_NPP 4_ADJ juin_NC 2012_N Un_DET individu_NC fait_V le_DET guet_NC devant_P la_DET porte_NC Finalement_ADV des_P policiers_NC arrivent_V #Magnotta_NPP,2e séquence filmée café Internet 4 juin individu fait guet porte policiers arrivent,-,
"On voit #Magnotta qui se présente au comptoir du café. Selon Me Leclair, on entendra le commis plus tard.",10/7/2014,On_CLS voit_V #Magnotta_NPP qui_PROREL se_CLR présente_V au_P comptoir_NC du_P café_NC Selon_P Me_NC Leclair_NPP on_CLS entendra_V le_DET commis_NC plus_ADV tard_ADV,voit présente comptoir café Me Leclair entendrcommis,-,
"La Couronne a trouvé les bons extraits, deux en fait. On les regarde. #Magnotta se présente au café Internet.",10/7/2014,La_DET Couronne_NC a_V trouvé_VPP les_DET bons_ADJ extraits_NC deux_ADJ en_P fait_N On_CLS les_CLO regarde_V #Magnotta_NPP se_CLR présente_V au_P café_NC Internet_NPP,Couronne trouvé bons extraits deux regarde présente café Internet,-,
"Juge Cournoyer prévient le jury que des problèmes techniques risquent de survenir à nouveau. Sur ce, on reprend #Magnotta",10/7/2014,Juge_NPP Cournoyer_NPP prévient_V le_DET jury_NC que_PROREL des_DET problèmes_NC techniques_ADJ risquent_V de_P survenir_VINF à_P nouveau_N Sur_P ce_DET on_CLS reprend_V #Magnotta_NPP,Juge Cournoyer prévient jury problèmes techniques risquent survenir reprend,-,
Le jury est rappelé dans la salle d'audience. On devrait finalement voir vidéo de l'arrestation de #Magnotta dans un café Internet de Berlin,10/7/2014,Le_DET jury_NC est_V rappelé_VPP dans_P la_DET salle_NC d'audience_V On_CLS devrait_V finalement_ADV voir_VINF vidéo_ADJ de_P l'arrestation_NC de_P #Magnotta_NPP dans_P un_DET café_NC Internet_NPP de_P Berlin_NPP,jury est rappelé salle d'audience devrait voir vidéo l'arrestation café Internet Berlin,-,
"Procès #Magnotta sur le point de reprendre après pause de 30 minutes, plutôt que 10, tel qu'annoncé.",10/7/2014,Procès_NPP #Magnotta_NPP sur_P le_DET point_N de_P reprendre_VINF après_P pause_NC de_P 30_DET minutes_NC plutôt_ADV que_C 10_DET tel_ADJ qu'annoncé_NC,Procès reprendre pause minutes tel qu'annoncé,-,
"Bon. Autre problème avec la vidéo, qui s'arrête. Juge Cournoyer en profite pour décréter pause matinale. #Magnotta",10/7/2014,Bon_ADJ Autre_ADJ problème_NC avec_P la_DET vidéo_NC qui_PROREL s_ET '_ET arrête_V Juge_NPP Cournoyer_NPP en_P profite_V pour_P décréter_VINF pause_NC matinale_ADJ #Magnotta_NPP,Bon Autre problème vidéo arrête Juge Cournoyer profite décréter pause matinale,-,
"La vidéo joue depuis plusieurs minutes maintenant. Tjrs aucune trace de #Magnotta. On regarde, on attend qu'il apparaisse.",10/7/2014,La_DET vidéo_NC joue_V depuis_P plusieurs_DET minutes_NC maintenant_ADV Tjrs_NPP aucune_DET trace_NC de_P #Magnotta_NPP On_CLS regarde_V on_CLS attend_V qu'il_DET apparaisse_NC,vidéo joue minutes Tjrs trace regarde attend apparaisse,-,
Juge Cournoyer souligne à l'avocat de #Magnotta qu'il peut demander des séquences précises... mais Me Leclair veut voir vidéo au complet.,10/7/2014,Juge_NPP Cournoyer_NPP souligne_V à_P l'avocat_N de_P #Magnotta_NPP qu'il_NPP peut_V demander_VINF des_P séquences_N précises_ADJ mais_CC Me_NC Leclair_NPP veut_V voir_VINF vidéo_ADJ au_P complet_ADJ,Juge Cournoyer souligne qu'il peut demander précises Me Leclair veut voir vidéo complet,-,
"Les images du café Internet de Berlin ont été filmées le 4 juin 2012, peu avant midi. #Magnotta",10/7/2014,Les_DET images_NC du_P café_NC Internet_NPP de_P Berlin_NPP ont_V été_VPP filmées_VPP le_DET 4_ADJ juin_NC 2012_N peu_ADV avant_P midi_NC #Magnotta_NPP,images café Internet Berlin ont été filmées 4 juin midi,-,
L'avocat de #Magnotta veut maintenant voir les images filmées dans le café Internet de Berlin où la cavale de son client a pris fin.,10/7/2014,L'avocat_NPP de_P #Magnotta_NPP veut_V maintenant_ADV voir_VINF les_DET images_NC filmées_VPP dans_P le_DET café_NC Internet_NPP de_P Berlin_NPP où_PROREL la_DET cavale_NC de_P son_DET client_NC a_V pris_VPP fin_NC,L'avocat veut voir images filmées café Internet Berlin cavale client pris fin,-,
"Finalement, la défense va déposer en preuve la valise et l'ensemble des items retrouvés à l'hôtel Soumman. #Magnotta",10/7/2014,Finalement_ADV la_DET défense_NC va_V déposer_VINF en_P preuve_NC la_DET valise_NC et_CC l'ensemble_NC des_P items_NC retrouvés_VPP à_P l'hôtel_NC Soumman_NPP #Magnotta_NPP,défense vdéposer preuve valise l'ensemble items retrouvés l'hôtel Soumman,-,
"Parmi les objets saisis à l'hôtel Soumman qui intéressent la défense: reçu de chambre d'hôtel, une brosse à cheveux, du mascara...",10/7/2014,Parmi_P les_DET objets_NC saisis_VPP à_P l'hôtel_NC Soumman_NPP qui_PROREL intéressent_V la_DET défense_NC :_PUNC reçu_VPP de_P chambre_N d'hôtel_V une_DET brosse_NC à_P cheveux_NC du_P mascara_NC,objets saisis l'hôtel Soumman intéressent défense reçu d'hôtel brosse cheveux mascara,-,
Nouveau problème technique au procès #Magnotta. Impossible de faire jouer une vidéo. On y reviendra ultérieurement.,10/7/2014,Nouveau_ADJ problème_NC technique_ADJ au_P procès_NC #Magnotta_NPP Impossible_ADJ de_P faire_VINF jouer_VINF une_DET vidéo_NC On_CLS y_CLO reviendra_V ultérieurement_ADV,Nouveau problème technique procès Impossible faire jouer vidéo reviendra,-,
"Comme hier, les extraits vidéo sont souvent longs. #Magnotta n'y apparait qu'à l'occasion, mais ils sont néanmoins présentés au complet.",10/7/2014,Comme_CS hier_ADV les_DET extraits_NC vidéo_ADJ sont_V souvent_ADV longs_ADJ #Magnotta_NC n_N '_ADJ y_CLO apparait_V qu_ADV '_DET à_P l'occasion_NC mais_CC ils_CLS sont_V néanmoins_ADV présentés_VPP au_P complet_ADJ,extraits vidéo sont longs apparait l'occasion présentés complet,-,
L'avocat de #Magnotta veut voir nouvelles images de caméras de surveillance du terminal Eurolines de Paris. Magnotta y était le 31 mai 2012.,10/7/2014,L'avocat_NPP de_P #Magnotta_NPP veut_V voir_VINF nouvelles_ADJ images_NC de_P caméras_NC de_P surveillance_NC du_P terminal_NC Eurolines_NPP de_P Paris_NPP Magnotta_NPP y_CLO était_V le_DET 31_ADJ mai_NC 2012_N,L'avocat veut voir nouvelles images caméras surveillance terminal Eurolines Paris Magnottétait 31 mai,-,
Procès #Magnotta reprend après suspension pour cause d'absence d'un juré. Suite du contre-interro de l'enquêteuse Hamlin.,10/7/2014,Procès_NPP #Magnotta_NPP reprend_V après_P suspension_NC pour_P cause_NC d'absence_ADJ d'un_ADJ juré_V Suite_N du_P contre-interro_N de_P l'enquêteuse_N Hamlin_N,Procès reprend suspension cause d'absence d'un juré,-,
Bon. Un des 14 jurés est en retard. Procès #Magnotta suspendu jusqu'à son arrivée.,10/7/2014,Bon_ADJ Un_DET des_DET 14_DET jurés_DET est_V en_P retard_NC Procès_NPP #Magnotta_NPP suspendu_VPP jusqu_VPP '_DET à_P son_DET arrivée_NC,Bon est retard Procès suspendu jusqu arrivée,-,
"Procès #Magnotta reprendra d'une minute à l'autre, avec la suite du contre-interro de l'enquêteuse Claudette Hamlin par la défense.",10/7/2014,Procès_NPP #Magnotta_NPP reprendra_V d'une_DET minute_NC à_P l'autre_VINF avec_P la_DET suite_N du_P contre-interro_N de_P l'enquêteuse_N Claudette_N Hamlin_N par_P la_DET défense_NC,Procès reprendrminute l'autre défense,-,
Les images de #Magnotta au terminal Eurolines ont été filmées le 31 mai 2012.,10/6/2014,Les_DET images_NC de_P #Magnotta_NPP au_P terminal_NC Eurolines_NPP ont_V été_VPP filmées_VPP le_DET 31_ADJ mai_NC 2012_N,images terminal Eurolines ont été filmées 31 mai,-,
"Fin des vidéos de #Magnotta au Novotel. Son avocat veut maintenant qu'on en regarde d'autres, filmées au terminal Eurolines de Paris.",10/6/2014,Fin_NC des_P vidéos_NC de_P #Magnotta_NPP au_P Novotel_N Son_DET avocat_NC veut_V maintenant_ADV qu'on_VPP en_P regarde_V d'autres_N filmées_VPP au_P terminal_NC Eurolines_NPP de_P Paris_NPP,Fin vidéos avocat veut qu'on regarde filmées terminal Eurolines Paris,-,
"Procès #Magnotta a repris. Hamlin présente des images de son arrivée à un Novotel de Paris, le 27 mai 2012.",10/6/2014,Procès_NPP #Magnotta_NPP a_V repris_VPP Hamlin_NPP présente_V des_DET images_NC de_P son_DET arrivée_NC à_P un_DET Novotel_NC de_P Paris_NPP le_DET 27_ADJ mai_NC 2012_N,Procès repris Hamlin présente images arrivée Novotel Paris 27 mai,-,
"#Magnotta a réservé son billet pour Paris le 25 mai à 4h38 via Expedia, dit Hamlin. Date prévue de retour le 1er juin.",10/6/2014,#Magnotta_NPP a_V réservé_VPP son_DET billet_NC pour_P Paris_NPP le_DET 25_ADJ mai_NC à_P 4h38_NC via_P Expedia_NPP dit_V Hamlin_NPP Date_NPP prévue_VPP de_P retour_NC le_DET 1er_ADJ juin_NC,réservé billet Paris 25 mai 4h38 Expedidit Hamlin Date prévue retour 1er juin,-,
Nouvelles séquences vidéos de #Magnotta à son arrivée à l'aéroport Charles de Gaulle maintenant présentées à son procès.,10/6/2014,Nouvelles_ADJ séquences_N vidéos_ADJ de_P #Magnotta_NPP à_P son_DET arrivée_NC à_P l'aéroport_NC Charles_NPP de_P Gaulle_N maintenant_ADV présentées_VPP à_P son_DET procès_NC,Nouvelles vidéos arrivée l'aéroport Charles présentées procès,-,
"#Magnotta a passé la sécurité à l'aéroport PET avec un sac noir en bandoulière et vraisemblablement un portable, note Hamlin.",10/6/2014,#Magnotta_NPP a_V passé_VPP la_DET sécurité_NC à_P l'aéroport_NC PET_NPP avec_P un_DET sac_N noir_ADJ en_P bandoulière_NC et_CC vraisemblablement_ADV un_DET portable_ADJ note_NC Hamlin_NPP,passé sécurité l'aéroport PET noir bandoulière portable note Hamlin,-,
"""Ne vous sentez pas pressé""dit le juge Cournoyer à l'avocat de #Magnotta. On continue de visionner les séquences vidéo du 26 mai 2012.",10/6/2014,Ne_ADV vous_CLS sentez_V pas_ADV pressédit_V le_DET juge_NC Cournoyer_NPP à_P l'avocat_N de_P #Magnotta_N On_CLS continue_V de_P visionner_VINF les_DET séquences_N vidéo_ADJ du_P 26_ADJ mai_NC 2012_N,sentez pressédit juge Cournoyer continue visionner vidéo 26 mai,-,
"""Qu'est-ce qu'il est en train de faire là?"" demande Leclair. ""Il remet sa ceinture""après fouille dit Hamlin. Lente progression. #Magnotta""",10/6/2014,Qu'est_N -_PUNC ce_DET qu'il_NC est_V en_P train_N de_P faire_VINF là_ADV ?_PUNC demande_V Leclair_NPP Il_CLS remet_V sa_DET ceintureaprès_ADJ fouille_NC dit_V Hamlin_NPP Lente_ADJ progression_NC #Magnotta_NPP,qu'il est faire demande Leclair remet ceintureaprès fouille dit Hamlin Lente progression,-,
L'avocat de #Magnotta fait jouer de très longs extraits vidéo de son client à l'aéroport. Utilité de l'exercice pas claire une fois de plus.,10/6/2014,L'avocat_NPP de_P #Magnotta_NPP fait_V jouer_VINF de_P très_ADV longs_ADJ extraits_NC vidéo_ADJ de_P son_DET client_NC à_P l'aéroport_NC Utilité_NC de_P l'exercice_NC pas_ADV claire_ADJ une_DET fois_NC de_P plus_ADV,L'avocat fait jouer longs extraits vidéo client l'aéroport Utilité l'exercice claire fois,-,
"Suite des vidéos à l'aéroport PET le 26 mai 2012. Peu après 21h, #Magnotta soumet son bagage à la sécurité. Rien d'anormal en apparence.",10/6/2014,Suite_N des_P vidéos_NC à_P l'aéroport_NC PET_NPP le_DET 26_ADJ mai_NC 2012_N Peu_ADV après_P 21h_DET #Magnotta_DET soumet_V son_DET bagage_N à_P la_DET sécurité_N Rien_PRO d'anormal_V en_P apparence_N,vidéos l'aéroport PET 26 mai soumet d'anormal,-,
"Séquences vidéo de #Magnotta à l'aéroport filmées à 19h34, 19h59, 20h05, 20h11, etc. Il porte son chandail Mickey Mouse.",10/6/2014,Séquences_N vidéo_ADJ de_P #Magnotta_NPP à_P l'aéroport_NC filmées_VPP à_P 19h34_N 19h59_N 20h05_N 20h11_N etc_ADV Il_CLS porte_V son_DET chandail_NC Mickey_NPP Mouse_NPP,vidéo l'aéroport filmées porte chandail Mickey Mouse,-,
Me Leclair interroge Hamlin sur des séquences vidéo montrant #Magnotta à l'aéroport PET. On les visionne.,10/6/2014,Me_NC Leclair_NPP interroge_V Hamlin_NPP sur_P des_DET séquences_N vidéo_ADJ montrant_VPR #Magnotta_NPP à_P l'aéroport_NC PET_NPP On_CLS les_CLO visionne_V,Me Leclair interroge Hamlin vidéo l'aéroport PET visionne,-,
Procès #Magnotta reprend. Nous en sommes toujours au contre-interro de l'enquêteuse Hamlin du SPVM par Me Leclair.,10/6/2014,Procès_NPP #Magnotta_NPP reprend_V Nous_CLS en_P sommes_NC toujours_ADV au_P contre-interro_N de_P l'enquêteuse_N Hamlin_N du_P SPVM_NPP par_P Me_NC Leclair_NPP,Procès reprend sommes SPVMe Leclair,-,
Pause du midi au procès #Magnotta. De retour à 14h.,10/6/2014,Pause_NC du_P midi_NC au_P procès_NC #Magnotta_NPP De_P retour_NC à_P 14h_NC,Pause midi procès retour 14h,-,
25 mai 2012: #Magnotta a fait 4 appels à un numéro commençant par 705 le matin. 3 appels de qq secondes; un de 3 min. Pas d'appel entrant,10/6/2014,25_ADJ mai_NC 2012_N :_PUNC #Magnotta_NPP a_V fait_VPP 4_DET appels_NC à_P un_DET numéro_NC commençant_VPR par_P 705_N le_DET matin_NC 3_ADJ appels_NC de_P qq_DET secondes_NC ;_PUNC un_DET de_P 3_DET min_NC Pas_ADV d'appel_ADJ entrant_VPR,25 mai fait appels numéro matin 3 secondes min d'appel,-,
#Magnotta (et non Lin) a changé de numéro de téléphone plusieurs fois entre déc. 2011 et mai 12. A changé le 25 mai au matin entre autres.,10/6/2014,#Magnotta_NPP et_CC non_ADV Lin_NPP a_V changé_VPP de_P numéro_N de_P téléphone_N plusieurs_ADJ fois_N entre_P déc_N 2011_N et_CC mai_NC 12_ADJ A_P changé_VPP le_DET 25_ADJ mai_NC au_P matin_NC entre_P autres_ADJ,Lin changé plusieurs mai 12 25 matin autres,-,
"Me Leclair présente à l'enquêteuse des photos tirées d'un des films téléchargés par Lin Jun, les dépose en preuve. #Magnotta",10/6/2014,Me_NC Leclair_NPP présente_V à_P l'enquêteuse_ADJ des_P photos_NC tirées_VPP d'un_ADV des_DET films_NC téléchargés_VPP par_P Lin_NPP Jun_NPP les_CLO dépose_V en_P preuve_NC #Magnotta_NPP,Me Leclair présente l'enquêteuse photos tirées films téléchargés Lin Jun dépose preuve,-,
"Cette liste de téléchargements par Chrome downloads est déposée en preuve, comme l'avaient été échanges Skype Chat évoqués + tôt. #Magnotta",10/6/2014,Cette_DET liste_NC de_P téléchargements_NC par_P Chrome_NPP downloads_NC est_V déposée_VPP en_P preuve_NC comme_P l'avaient_V été_VPP échanges_DET Skype_DET Chat_DET évoqués_VPP +_ADV tôt_ADV #Magnotta_NPP,liste téléchargements Chrome downloads est déposée preuve l'avaient été évoqués,-,
Me Leclair présente série de documents téléchargés par Lin Jun avant sa mort. Titres à connotation sexuelle. #Magnotta,10/6/2014,Me_NC Leclair_NPP présente_V série_NC de_P documents_NC téléchargés_VPP par_P Lin_NPP Jun_NPP avant_P sa_DET mort_NC Titres_NPP à_P connotation_NC sexuelle_ADJ #Magnotta_NPP,Me Leclair présente série documents téléchargés Lin Jun mort Titres connotation sexuelle,-,
Me Leclair lit quelques messages échangés par Lin Jun avec d'autres hommes dans les jours précédant sa mort. #Magnotta,10/6/2014,Me_NC Leclair_NPP lit_V quelques_DET messages_NC échangés_VPP par_P Lin_NPP Jun_NPP avec_P d'autres_NC hommes_NC dans_P les_DET jours_NC précédant_VPR sa_DET mort_NC #Magnotta_NPP,Me Leclair lit messages échangés Lin Jun d'autres hommes jours mort,-,
L'avocat de #Magnotta présente autre liste recensant messages échangés par Skype Chat Messages par Lin Jun.,10/6/2014,L'avocat_NPP de_P #Magnotta_NPP présente_V autre_ADJ liste_NC recensant_VPR messages_NC échangés_VPP par_P Skype_NPP Chat_NPP Messages_NC par_P Lin_NPP Jun_NPP,L'avocat présente autre liste messages échangés Skype Chat Messages Lin Jun,-,
Me Leclair déposera liste Skype en preuve plus tard finalement. Il poursuit son contre-interrogatoire de Claudette Hamlin #Magnotta,10/6/2014,Me_NC Leclair_NPP déposera_V liste_NC Skype_NPP en_P preuve_NC plus_ADV tard_ADV finalement_ADV Il_CLS poursuit_V son_DET contre-interrogatoire_NC de_P Claudette_NPP Hamlin_NPP #Magnotta_NPP,Me Leclair déposerliste Skype preuve poursuit contre-interrogatoire Claudette Hamlin,-,
"Liste de contacts Skype trouvée dans l'ordi de Lin, dit Me Leclair. Il veut la déposer en preuve. Juge suggère d'attendre un autre témoin.",10/6/2014,Liste_NC de_P contacts_NC Skype_NPP trouvée_VPP dans_P l'ordi_N de_P Lin_NPP dit_V Me_NC Leclair_NPP Il_CLS veut_V la_DET déposer_VINF en_P preuve_NC Juge_NPP suggère_V d'attendre_VINF un_DET autre_ADJ témoin_NC,Liste contacts Skype trouvée Lin dit Me Leclair veut déposer preuve Juge suggère d'attendre autre témoin,-,
Me Leclair présente un relevė des contacts Skype de Lin Jun. 63 contacts recensés. Il nomme certains d'entre eux. #Magnotta,10/6/2014,Me_NC Leclair_NPP présente_V un_DET relevė_NC des_P contacts_NC Skype_NPP de_P Lin_NPP Jun_NPP 63_DET contacts_NC recensés_VPP Il_CLS nomme_V certains_DET d'entre_NC eux_CL #Magnotta_NPP,Me Leclair présente relevė contacts Skype Lin Jun recensés nomme d'entre,-,
"Procès #Magnotta reprend. Nous en sommes toujours au contre-interro de l'enquêteuse Hamlin par l'avocat de la défense, Luc Leclair.",10/6/2014,Procès_NPP #Magnotta_NPP reprend_V Nous_CLS en_P sommes_NC toujours_ADV au_P contre-interro_N de_P l'enquêteuse_N Hamlin_N par_P l'avocat_N de_P la_DET défense_NC Luc_NPP Leclair_NPP,Procès reprend sommes défense Luc Leclair,-,
Procès #Magnotta ajourne en raison d'un Xe problème technique.,10/6/2014,Procès_NPP #Magnotta_NPP ajourne_V en_P raison_N d'un_ADJ Xe_ADJ problème_NC technique_ADJ,Procès ajourne d'un Xe problème technique,-,
"Selon Hamlin, la police a retrouvé plus de 7000 photos dans un ou des appareils de Lin Jun... mais aucune d'elles ne montre #Magnotta",10/6/2014,Selon_P Hamlin_NPP la_DET police_NC a_V retrouvé_VPP plus_ADV de_P 7000_DET photos_NC dans_P un_DET ou_CC des_DET appareils_NC de_P Lin_NPP Jun_NPP mais_CC aucune_DET d'elles_NC ne_ADV montre_V #Magnotta_NPP,Hamlin police retrouvé photos appareils Lin Jun d'elles montre,-,
Leclair revient sur le fait que le SPVM n'a pu établir comment #Magnotta et Lin Jun se sont rencontrés.,10/6/2014,Leclair_NPP revient_V sur_P le_DET fait_NC que_CS le_DET SPVM_NPP n_N '_N a_V pu_VPP établir_VINF comment_ADVWH #Magnotta_NPP et_CC Lin_NPP Jun_NPP se_CLR sont_V rencontrés_VPP,Leclair revient fait SPVpu établir Lin Jun sont rencontrés,-,
